6.27803, -736.922, -999.97
3.5948, 65.5378, -82.8043
5.89648, 357.734, -905.905
5.09708, -232.999, 869.396
2.76731, -930.859, 661.92
2.53849, 342.121, 59.2386
4.58743, -866.298, -233.166
7.15218, 177.954, 373.549
2.95982, 53.8523, 692.333
6.00595, -167.991, 307.857
3.81226, 524.403, 820.635
4.14117, 472.163, -905.063
7.45519, 512.814, 265.269
7.41275, -505.936, -269.347
5.75759, 506.706, 445.316
6.92354, 263.267, -854.62
6.33247, -127.169, -454.578
3.87453, -524.434, -44.5464
4.93259, -667.008, -281.526
2.80282, 818.421, 795.301
5.08146, 9.04327, 809.296
4.96988, 973.274, -361.936
7.23882, -818.526, -467.713
4.42071, 1.12153, -852.507
5.14874, 827.627, -445.842
2.75042, 881.953, -71.0967
6.63909, 540.409, 523.049
5.94228, -968.249, -749.262
6.18112, 259.087, 736.491
6.94286, 998.894, 450.823
4.25508, -387.345, -533.613
6.72991, 182.227, 26.5464
3.84659, 682.963, -175.796
4.83959, 74.6511, -169.359
3.2686, -643.354, -425.562
2.66527, 604.825, 143.307
7.2768, -3.04599, 68.9075
6.95369, 109.17, 496.579
3.29884, 684.07, 249.694
3.15214, 429.419, -574.492
2.515, -450.826, -818.016
6.0491, -946.278, -171.432
3.40448, -520.165, 875.783
5.76029, 773.978, -364.914
4.42907, 362.698, -699.328
3.23766, -0.844458, -224.623
5.45054, 691.133, 174.369
3.24076, 112.307, 910.814
3.2091, -182.464, 966.602
4.94257, -495.741, 129.793
3.13015, 922.24, -71.6717
5.64635, -361.494, -600.478
5.60817, 302.504, -746.567
4.88216, -504.307, 606.138
2.64188, -593.477, -221.407
3.21011, -146.991, 803.34
3.15594, -179.377, 894.963
3.31099, -815.66, 771.273
3.76529, -269.32, -857.861
4.77654, 566.32, -729.791
6.54472, -95.3974, -300.949
3.57624, 303.29, 863.338
3.75063, 817.801, 359.471
5.02978, -57.477, 721.717
6.27922, 635.122, 200.761
5.66369, 902.735, -75.4965
5.9449, 649.371, -121.353
7.27207, 974.282, 404.423
5.18713, -421.371, 702.554
4.57014, -793.04, 29.0199
4.70019, 753.127, 153.438
6.07821, 738.523, 459.493
6.20858, 413.062, 601.433
5.12494, 772.059, -961.81
6.06711, -869.603, -73.3567
5.91025, 335.356, -22.1125
6.82941, 833.264, -600.886
3.19597, 87.8906, 780.027
3.57766, 978.708, -99.3088
5.0733, -368.527, -107.961
4.83766, -120.547, 762.986
3.55759, -269.679, 613.296
5.65244, -692.666, 998.064
2.5044, -998.766, 232.667
4.09589, 454.665, 546.698
5.90281, 364.984, -164.534
6.0446, 672.835, -589.471
2.90869, -810.897, 657.41
3.56926, 259.148, 528.015
4.44412, -837.87, -572.903
4.44927, 895.101, 904.315
3.92018, 384.334, -461.569
4.6123, 567.723, 553.727
2.55658, -611.926, -435.744
3.72027, 966.422, -616.362
4.49072, -727.08, 639.464
6.64177, -646.243, 202.019
3.78584, 975.866, -684.542
3.59705, -796.739, -532.799
6.47385, 392.01, 269.434
5.8476, 505.874, 392.483
5.49108, -887.127, 266.899
5.99917, -362.447, -545.976
5.13062, 525.145, -765.118
4.14833, 175.998, 107.807
3.30844, -713.911, 405.972
6.56633, 720.446, -29.347
4.08004, 477.993, 113.676
4.05369, 57.0907, -729.34
4.65424, 36.1654, 176.223
4.46509, -259.497, -482.291
4.43916, -48.2101, -106.287
4.34871, -843.461, -441.418
5.88118, 343.567, -492.158
6.10384, 457.206, 27.8734
7.20082, -78.5851, 889.514
5.08573, -79.1325, -356.881
5.5282, -196.328, 322.712
5.85049, -699.201, 973.015
5.11404, 83.4146, -312.357
3.87105, -970.073, 658.455
7.08924, 92.2787, 285.955
3.73367, 940.16, -466.764
4.77876, 388.039, 687.94
3.30374, -955.81, 634.493
4.68319, 415.647, 413.889
7.45767, 503.407, 164.851
6.26931, -440.972, 391.357
4.97846, -991.478, -657.637
7.01651, -673.805, -840.16
4.68213, 493.356, 565.974
5.09239, 169.571, -987.305
4.44866, 88.0459, -866.289
5.63431, -228.449, -568.347
5.19331, 418.631, 318.107
4.35955, 631.865, -439.42
2.54674, -379.614, 372.169
6.3794, 41.9181, -792.396
2.85317, -889.437, -558.635
3.98511, 447.522, -679.452
4.78581, -44.2488, -898.887
3.25156, -106.985, 39.9694
5.97819, 667.365, -428.121
4.15587, 362.408, 155.6
5.21197, 973.758, -885.039
2.64678, 712.398, -996.662
5.38086, -20.6972, -244.881
5.18133, 358.678, 477.909
7.36678, -754.992, -928.814
5.57063, -297.364, -623.439
5.26431, -748.127, 215.217
6.69051, -286.125, 908.05
3.75764, -481.982, 948.478
6.98957, 626.204, -151.277
5.97428, 521.217, -510.811
5.82752, -472.761, -96.2956
3.06838, -580.873, -766.865
3.37987, -987.826, 93.9519
2.91253, -136.183, 198.709
6.68103, -249.374, 374.821
2.64818, 946.67, -752.754
6.34719, -11.4876, -839.321
4.29829, -499.697, 868.055
6.24626, -0.0821445, 538.22
6.28385, 363.329, 343.801
3.60834, -538.854, -927.254
5.58305, 305.244, 125.21
3.66846, -550.395, -257.058
6.22052, -668.148, 306.017
5.80997, -904.732, -680.492
4.9209, 898.328, -750.1
2.58972, 828.05, 242.083
4.98291, 443.749, 187.112
5.09587, -116.721, -892.596
4.71395, -869.308, 543.843
4.14528, -64.5099, 954.346
3.52671, 486.543, -108.138
7.19863, -254.95, -657.229
2.85168, -490.159, 929.69
3.30042, 52.6731, -752.29
6.70788, -789.676, 35.3089
4.13614, -152.238, -262.898
6.85942, 153.563, 427.094
5.99896, 673.191, 516.49
5.52801, 870.48, -221.875
4.77536, 79.0105, -275.813
2.91543, -519.123, -196.566
3.94883, -55.2393, -156.824
6.51009, -567.237, -790.053
6.81821, 337.699, 54.9394
3.81831, 423.124, -512.496
4.79881, -837.983, -234.362
4.95672, 590.738, -534.238
5.82344, -467.761, -993.531
7.31738, -626.352, -149.628
7.23022, 591.689, -731.928
2.81902, 212.075, -657.683
5.04829, -415.02, -305.047
6.13222, 668.676, 651.686
5.65882, 604.159, -341.126
3.26658, -917.154, -909.316
5.09652, -876.502, 534.158
3.52281, -558.962, 858.29
6.03231, 399.383, -822.011
6.05786, -476.438, -10.7499
3.66304, -598.659, -243.247
6.80594, -61.0476, -127.852
2.67122, -110.957, 954.465
6.26587, -936.719, 47.5546
4.14789, 645.772, 183.155
4.65309, 73.0517, -535.838
7.33455, 974.632, -192.84
4.05803, 735.023, 701.046
5.69762, 995.177, -703.213
5.95386, 863.839, -63.8449
5.36403, 83.0596, 630.808
6.60667, 890.504, -681.574
4.21807, -917.812, -689.152
5.09387, -806.93, -779.948
6.78438, 122.966, -955.178
6.18587, 349.042, 33.8322
3.45992, -954.375, 396.9
2.83145, -308.256, 341.977
3.60828, 842.393, -718.683
3.33656, 172.027, -239.758
6.31172, 382.252, -947.29
5.44905, -845.346, 427.382
4.65223, 859.396, 851.01
7.09618, 662.506, 11.9398
5.09668, 447.667, 203.247
7.38058, -677.166, -18.3743
5.15714, -453.497, 148.716
2.98716, 334.099, 397.105
5.83983, 221.467, 97.4759
5.44444, 143.159, -9.78257
5.01137, -697.609, -117.323
2.75808, -936.675, 462.719
2.6753, -358.677, 44.0729
4.41484, -785.638, -509.725
5.55555, 194.328, 103.659
5.06574, 544.147, 870.627
5.98498, 300.261, -26.637
4.89891, -26.2979, -184.926
3.88323, 68.3973, 420.903
6.01685, -439.791, 211.072
3.67701, 876.503, 60.9713
6.41501, 194.934, -173.019
6.60589, 362.975, 840.494
3.21842, -539.45, 54.822
5.75757, -497.139, 799.06
3.87677, 871.866, -990.357
7.26215, -442.117, 717.528
4.58238, -754.093, 13.641
3.03869, -127.016, 404.938
4.70633, -800.263, 532.347
6.28811, -405.929, -310.806
2.77803, -338.483, -322.973
3.51241, -29.4238, 146.361
6.82305, 948.677, -771.103
6.52456, -265.211, -16.3063
2.78861, -680.836, -675.585
4.40304, -63.7984, -701.497
4.56124, -151.718, 767.403
2.80071, -383.34, 302.589
7.09746, 795.324, 628.869
3.35398, 540.087, 802.44
6.51634, -937.116, 145.041
3.88599, 723.244, 44.4332
4.44586, 173.721, 738.986
7.19936, 51.3449, 623.791
6.24573, 159.728, -159.935
3.44774, -323.834, 761.564
6.89581, 437.834, 486.249
6.8953, 420.22, -854.251
3.30515, -820.265, -281.189
5.87346, -807.135, -166.407
6.89096, 626.098, 125.227
6.98262, 270.386, 538.693
3.06535, -27.0535, 756.82
5.93789, -234.754, -245.044
3.21651, -846.34, -756.535
3.6901, 417.168, -44.7181
5.64383, 951.749, -218.067
4.312, 817.414, 362.157
4.64437, 588.556, 718.424
4.91936, -2.51911, -852.915
6.20379, -0.688792, -98.5483
3.23098, -399.737, 865.69
7.36238, -839.229, -779.906
7.3158, -523.157, -183.672
3.14741, -603.833, 666.942
5.3784, -321.755, -607.384
4.66439, 171.347, -119.473
5.50066, -235.386, -263.575
5.85098, -702.415, -141.033
4.5137, 396.134, 990.793
6.46691, 639.057, 698.546
4.89889, -980.773, -251.499
5.72449, 293.001, 278.111
4.28836, -245.274, 598.073
5.96794, -331.384, -220.998
5.83428, -416.949, -710.191
3.22071, -370.636, 708.777
7.10415, -988.799, 204.534
4.22228, 33.0601, -236.089
6.66824, -417.993, -471.728
2.74349, 269.242, -751.208
3.27936, -246.369, -83.8717
2.55765, 331.944, 511.703
3.94327, 121.826, 589.759
5.07295, -358.75, -168.887
3.65948, 684.084, 438.309
2.75022, -253.221, -69.9748
5.33091, -595.103, -852.283
6.69774, -154.892, 663.07
4.28763, -637.621, -413.952
4.3452, 178.801, 868.225
7.22226, 255.662, -73.8812
4.72425, -899.06, -188.41
6.82086, 496.615, 191.841
5.82654, -790.837, -737.949
5.79297, 162.576, 666.752
7.10736, -962.162, 964.059
5.11536, 935.464, -610.661
5.45229, 439.588, -442.407
5.79944, 669.379, 674.146
4.24765, 286.115, 460.893
4.11714, 328.321, 69.7171
7.08984, -115.245, 738.378
3.08619, 903.507, -446.664
7.31268, 672.761, -167.996
5.17978, 52.32, -334.134
5.81447, 859.765, 636.21
5.48362, 882.877, -513.518
6.93363, -506.053, -747.926
6.67999, -674.07, -607.644
6.69339, 246.486, 204.807
6.85642, -216.881, 343.288
2.5002, -768.829, 334.996
4.77274, 257.51, 352.126
4.25696, -935.548, 148.497
5.80713, -258.324, 710.161
6.22234, -880.02, 152.86
3.3821, -114.769, -441.035
7.4621, 794.49, -816.388
5.95466, -933.989, 188.255
6.97862, 138.689, -25.5501
3.51579, 377.178, -130.997
7.2356, -455.12, -36.5591
4.88476, 906.485, -511.377
6.78578, 922.868, -745.827
6.41237, -985.964, -565.159
5.70687, 920.087, -899.23
3.14521, -725.808, 146.805
5.77944, 3.70927, 649.256
3.09199, 52.9095, 10.1154
3.88793, 337.802, 806.106
6.65548, -217.027, -226.587
6.14153, -753.108, -513.995
6.74348, -597.568, 296.149
3.43989, -788.856, -954.855
6.09602, 559.313, -278.069
4.25586, 161.933, 332.728
3.34555, -415.819, -685.698
4.52383, 342.688, -552.594
4.20924, 158.726, 773.014
6.67141, 399.257, -125.519
3.9111, 698.136, 583.965
5.16766, -660.211, -470.735
6.25085, 997.458, -853.629
4.62554, -670.841, -755.603
4.66964, -572.853, 546.407
3.03022, 858.64, -933.84
6.4639, -35.9113, -467.422
3.91232, -572.173, -484.946
7.14264, -583.742, -238.736
5.37926, 233.155, 528.094
3.4895, 815.702, -287.339
5.99081, 582.248, -771.725
3.07265, 495.936, -963.484
4.22945, 309.248, 789.919
4.15646, -569.945, -235.188
6.42735, 828.735, -964.422
6.65775, 459.966, -213.097
4.21712, -740.778, 755.591
4.2603, -275.612, 884.152
6.38197, 143.793, -838.665
6.58658, -13.4063, 688.402
4.26157, -129.228, 285.307
7.09559, -436.891, -301.684
3.2877, 489.167, 252.31
5.56029, -496.065, 552.894
5.54222, -370.794, 709.187
3.16647, -252.674, -748.147
3.51409, -747.93, -476.279
4.79457, -858.095, 501.05
3.48759, -530.635, 926.489
6.77118, -837.358, 367.913
6.54562, -759.647, -694.868
2.80131, -908.951, 888.377
6.50584, -717.643, 659.429
5.49597, -201.508, -545.018
7.43182, -892.541, 310.402
2.65919, -172.796, 624.673
6.8356, 948.837, -783.948
3.69109, 668.737, 342.175
3.6127, 179.403, 433.869
4.73907, -996.814, -544.403
2.61231, 865.964, -180.387
6.79755, -247.021, 26.9777
4.15902, 218.915, 587.755
5.72195, 307.74, 248.018
7.43521, -947.99, -481.764
5.30162, 284.65, -584.499
4.74553, -758.616, -246.133
5.213, 171.607, -724.472
2.90797, 773.199, -32.7975
3.99606, -798.406, -274.802
6.63964, 825.993, 683.32
6.48936, 626.557, 940.585
5.71048, -102.562, 679.592
4.84105, 631.515, 387.846
7.15326, -196.895, -612.723
5.08798, -243.142, -65.6031
7.42924, 798.532, -544.472
5.94567, -83.0304, -726.001
6.19966, -181.441, -441.986
3.46323, -392.136, -937.479
6.08881, -450.267, 626.373
6.11146, 570.146, -182.741
6.49298, 265.879, 154.117
4.23216, 255.588, -999.439
5.1481, -15.5861, -56.2993
3.19001, 715.849, -362.894
6.73218, -226.17, -201.734
6.32766, -86.2347, -887.72
7.5, 923.839, -415.021
4.24891, 483.232, 998.167
5.50367, -601.994, 593.161
3.50808, -496.612, 85.644
6.2385, 27.5219, 151.253
6.49225, 979.259, 216.041
3.03505, -706.655, 109.554
5.35813, -507.398, 47.568
2.84683, 357.424, -331.28
4.16036, 752.508, 689.281
5.80945, 488.144, -709.195
5.27726, 170.199, -194.547
7.12415, 229.003, -11.767
2.69832, -487.227, 227.847
2.62083, -313.016, 241.424
4.61923, 221.404, -657.212
4.36987, 460.746, 136.872
2.93303, -247.401, -268.684
3.05403, -163.476, 166.445
5.31992, 370.322, -349.471
7.37269, 63.7115, 743.736
3.05066, -49.3052, -879.529
5.99352, 99.03, 984.346
2.79674, -50.0328, -745.515
4.69755, 835.952, -109.78
5.24651, 994.345, 717.019
3.45129, 692.646, -751.427
7.36597, 312.551, 328.685
3.19593, -681.284, -84.7236
5.48978, 945.907, -433.332
7.12812, -874.223, 704.415
3.91116, -66.6972, 898.757
6.8307, -138.359, -79.5082
